hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw
Superannuitant,2014,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0,0.2,0.1
Superannuitant,2014,super,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0,0
Superannuitant,2014,super,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,11.2,62.9,50.3
Superannuitant,2014,super,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,12.1,9.7
Superannuitant,2014,super,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1.4,1.1
Superannuitant,2014,super,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,7.6,42.7,34.1
Superannuitant,2014,super,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.6,1.3
Superannuitant,2014,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.9,5,4
Superannuitant,2014,super,13,Other expenditure,Interest,group,13,Other expenditure,Interest,1.5,8.2,6.5
Superannuitant,2014,super,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,1.5,8.2,6.5
Superannuitant,2014,super,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,4,22.5,18
Superannuitant,2014,super,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,6.2,35.1,28.1
Superannuitant,2014,super,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,6.6,36.9,29.5
Superannuitant,2014,super,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.1,22.8,18.2
All households,2017,allhh,1,Food,Food,group,1,Food,Food,19.9,207.1,119.8
All households,2017,allhh,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.3,34,19.7
All households,2017,allhh,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,32,18.5
All households,2017,allhh,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.3,75.6,43.7
All households,2017,allhh,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.9,19.9,11.5
All households,2017,allhh,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,4.4,45.6,26.4
All households,2017,allhh,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.3,65.1,37.7
All households,2017,allhh,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.8,39.1,22.6
All households,2017,allhh,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.5,26,15
All households,2017,allhh,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.2,33,19.1
All households,2017,allhh,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.6,27.1,15.7
All households,2017,allhh,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.6,5.9,3.4
All households,2017,allhh,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,23.1,240.6,139.2
All households,2017,allhh,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,11.4,119.1,68.9
All households,2017,allhh,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.5,15.2,8.8
All households,2017,allhh,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.7,48.6,28.1
All households,2017,allhh,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.5,57.7,33.4
All households,2017,allhh,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.9,41.1,23.8
All households,2017,allhh,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.9,9.5,5.5
All households,2017,allhh,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,3.9,2.2
All households,2017,allhh,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,8.7,5
All households,2017,allhh,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,3.3,1.9
All households,2017,allhh,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,5.8,3.4
All households,2017,allhh,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,9.9,5.7
All households,2017,allhh,6,Health,Health,group,6,Health,Health,3.1,32.3,18.7
All households,2017,allhh,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.2,12,6.9
All households,2017,allhh,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.8,18.9,10.9
All households,2017,allhh,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.1,1.3,0.8
All households,2017,allhh,7,Transport,Transport,group,7,Transport,Transport,12.4,128.6,74.4
All households,2017,allhh,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,3.1,32.2,18.6
All households,2017,allhh,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.7,70.1,40.6
All households,2017,allhh,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.5,26.3,15.2
All households,2017,allhh,8,Communication,Communication,group,8,Communication,Communication,3.6,37.9,21.9
All households,2017,allhh,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,1.2,0.7
All households,2017,allhh,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.4,4.4,2.6
All households,2017,allhh,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.1,32.3,18.7
All households,2017,allhh,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.1,84.4,48.8
All households,2017,allhh,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.9,9.6,5.6
All households,2017,allhh,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,1.9,1.1
All households,2017,allhh,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.1,21.5,12.4
All households,2017,allhh,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.6,26.6,15.4
All households,2017,allhh,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.1,11.2,6.5
All households,2017,allhh,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,1.3,13.5,7.8
All households,2017,allhh,10,Education,Education,group,10,Education,Education,1.3,13.2,7.6
All households,2017,allhh,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.3,3,1.7
All households,2017,allhh,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.4,3.7,2.1
All households,2017,allhh,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.6,6.3,3.6
All households,2017,allhh,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.3,0.2
All households,2017,allhh,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.2,95.5,55.3
All households,2017,allhh,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.3,23.5,13.6
All households,2017,allhh,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,4.4,2.5
All households,2017,allhh,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.6,58,33.6
All households,2017,allhh,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,2.6,1.5
All households,2017,allhh,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,7,4
All households,2017,allhh,13,Other expenditure,Interest,group,13,Other expenditure,Interest,6,62.5,36.2
All households,2017,allhh,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,6,62.5,36.2
All households,2017,allhh,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,11.4,119.1,68.9
All households,2017,allhh,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,4.1,42.6,24.6
All households,2017,allhh,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5,51.9,30
All households,2017,allhh,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.2,44.2,25.6
Beneficiary,2017,benef,1,Food,Food,group,1,Food,Food,18.6,107.4,63.1
Beneficiary,2017,benef,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.9,16.5,9.7
Beneficiary,2017,benef,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3,17.2,10.1
Beneficiary,2017,benef,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.7,44.2,26
Beneficiary,2017,benef,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.3,13.3,7.8
Beneficiary,2017,benef,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,2.8,16.2,9.5
Beneficiary,2017,benef,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.2,36,21.2
Beneficiary,2017,benef,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.1,12.3,7.3
Beneficiary,2017,benef,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.1,23.7,13.9
Beneficiary,2017,benef,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,1.1,6.5,3.8
Beneficiary,2017,benef,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,1.1,6.1,3.6
Beneficiary,2017,benef,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.1,0.4,0.2
Beneficiary,2017,benef,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,43.5,251,147.4
Beneficiary,2017,benef,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,32.7,188.2,110.6
Beneficiary,2017,benef,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,0.8,4.9,2.9
Beneficiary,2017,benef,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,2.2,12.8,7.5
Beneficiary,2017,benef,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,7.8,45,26.4
Beneficiary,2017,benef,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,2,11.3,6.7
Beneficiary,2017,benef,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.3,2,1.2
Beneficiary,2017,benef,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.1,0.4,0.2
Beneficiary,2017,benef,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.5,3,1.7
Beneficiary,2017,benef,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,0.5,0.3
Beneficiary,2017,benef,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.2,1.3,0.8
Beneficiary,2017,benef,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.7,4.2,2.5
Beneficiary,2017,benef,6,Health,Health,group,6,Health,Health,1.9,11.1,6.5
Beneficiary,2017,benef,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.6,3.6,2.1
Beneficiary,2017,benef,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.3,7.5,4.4
Beneficiary,2017,benef,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0,0
Beneficiary,2017,benef,7,Transport,Transport,group,7,Transport,Transport,9.3,53.5,31.4
Beneficiary,2017,benef,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2,11.4,6.7
Beneficiary,2017,benef,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.1,35.4,20.8
Beneficiary,2017,benef,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.2,6.7,4
Beneficiary,2017,benef,8,Communication,Communication,group,8,Communication,Communication,4,23.2,13.6
Beneficiary,2017,benef,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.7,0.4
Beneficiary,2017,benef,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.6,0.4
Beneficiary,2017,benef,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.8,21.9,12.9
Beneficiary,2017,benef,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,4.2,24.3,14.3
Beneficiary,2017,benef,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.8,4.4,2.6
Beneficiary,2017,benef,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.3,0.2
Beneficiary,2017,benef,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.4,8,4.7
Beneficiary,2017,benef,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,1.3,7.5,4.4
Beneficiary,2017,benef,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.4,2.5,1.5
Beneficiary,2017,benef,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.3,1.6,0.9
Beneficiary,2017,benef,10,Education,Education,group,10,Education,Education,0.8,4.8,2.8
Beneficiary,2017,benef,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.1,0.5,0.3
Beneficiary,2017,benef,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,1.1,0.7
Beneficiary,2017,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.5,2.7,1.6
Beneficiary,2017,benef,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.5,0.3
Beneficiary,2017,benef,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,5.1,29.6,17.4
Beneficiary,2017,benef,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.8,10.1,5.9
Beneficiary,2017,benef,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,0.5,0.3
Beneficiary,2017,benef,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.6,15.1,8.9
Beneficiary,2017,benef,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,2.2,1.3
Beneficiary,2017,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.7,1
Beneficiary,2017,benef,13,Other expenditure,Interest,group,13,Other expenditure,Interest,3.1,17.7,10.4
Beneficiary,2017,benef,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,3.1,17.7,10.4
Beneficiary,2017,benef,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,32.7,188.2,110.6
Beneficiary,2017,benef,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,1.9,11.1,6.5
Beneficiary,2017,benef,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,7.3,42.2,24.8
Beneficiary,2017,benef,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.3,24.5,14.4
Income quintile 1 (low),2017,disq1,1,Food,Food,group,1,Food,Food,21.3,109.5,73
Income quintile 1 (low),2017,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.9,19.8,13.2
Income quintile 1 (low),2017,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.6,18.7,12.5
Income quintile 1 (low),2017,disq1,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.8,45.4,30.3
Income quintile 1 (low),2017,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2,10.4,6.9
Income quintile 1 (low),2017,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,2.9,15.1,10.1
Income quintile 1 (low),2017,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.7,24.4,16.2
Income quintile 1 (low),2017,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.5,12.7,8.5
Income quintile 1 (low),2017,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.3,11.7,7.8
Income quintile 1 (low),2017,disq1,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,1.6,8.3,5.6
Income quintile 1 (low),2017,disq1,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,1.3,6.7,4.5
Income quintile 1 (low),2017,disq1,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.3,1.6,1.1
Income quintile 1 (low),2017,disq1,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,33.2,170.5,113.7
Income quintile 1 (low),2017,disq1,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,17.5,89.7,59.8
Income quintile 1 (low),2017,disq1,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.4,7,4.7
Income quintile 1 (low),2017,disq1,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,5.8,29.9,19.9
Income quintile 1 (low),2017,disq1,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,8.5,43.9,29.3
Income quintile 1 (low),2017,disq1,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.8,19.3,12.8
Income quintile 1 (low),2017,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.8,3.9,2.6
Income quintile 1 (low),2017,disq1,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.3,1.7,1.1
Income quintile 1 (low),2017,disq1,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.1,5.4,3.6
Income quintile 1 (low),2017,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,0.7,0.5
Income quintile 1 (low),2017,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,2.9,1.9
Income quintile 1 (low),2017,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.9,4.6,3.1
Income quintile 1 (low),2017,disq1,6,Health,Health,group,6,Health,Health,2.9,14.8,9.9
Income quintile 1 (low),2017,disq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.2,5.9,3.9
Income quintile 1 (low),2017,disq1,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.7,8.9,5.9
Income quintile 1 (low),2017,disq1,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0,0
Income quintile 1 (low),2017,disq1,7,Transport,Transport,group,7,Transport,Transport,10.2,52.6,35
Income quintile 1 (low),2017,disq1,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2,10.5,7
Income quintile 1 (low),2017,disq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.3,32.3,21.5
Income quintile 1 (low),2017,disq1,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.9,9.8,6.5
Income quintile 1 (low),2017,disq1,8,Communication,Communication,group,8,Communication,Communication,4.6,23.6,15.8
Income quintile 1 (low),2017,disq1,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.4,0.3
Income quintile 1 (low),2017,disq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,0.9,0.6
Income quintile 1 (low),2017,disq1,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,4.4,22.3,14.9
Income quintile 1 (low),2017,disq1,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,6.1,31.5,21
Income quintile 1 (low),2017,disq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.7,3.4,2.3
Income quintile 1 (low),2017,disq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0,0.1,0.1
Income quintile 1 (low),2017,disq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.7,8.7,5.8
Income quintile 1 (low),2017,disq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,1.9,9.9,6.6
Income quintile 1 (low),2017,disq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.2,6.2,4.2
Income quintile 1 (low),2017,disq1,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.6,3.2,2.1
Income quintile 1 (low),2017,disq1,10,Education,Education,group,10,Education,Education,1,5.3,3.5
Income quintile 1 (low),2017,disq1,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.1,0.4,0.3
Income quintile 1 (low),2017,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,1,0.7
Income quintile 1 (low),2017,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.7,3.5,2.4
Income quintile 1 (low),2017,disq1,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.3,0.2
Income quintile 1 (low),2017,disq1,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,7.7,39.5,26.3
Income quintile 1 (low),2017,disq1,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,10.8,7.2
Income quintile 1 (low),2017,disq1,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1,0.7
Income quintile 1 (low),2017,disq1,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.6,23.6,15.8
Income quintile 1 (low),2017,disq1,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.4,0.9
Income quintile 1 (low),2017,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,2.7,1.8
Income quintile 1 (low),2017,disq1,13,Other expenditure,Interest,group,13,Other expenditure,Interest,2.8,14.3,9.5
Income quintile 1 (low),2017,disq1,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,2.8,14.3,9.5
Income quintile 1 (low),2017,disq1,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,17.5,89.7,59.8
Income quintile 1 (low),2017,disq1,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,5.3,27.4,18.3
Income quintile 1 (low),2017,disq1,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,7.9,40.3,26.9
Income quintile 1 (low),2017,disq1,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.1,21,14
Income quintile 2,2017,disq2,1,Food,Food,group,1,Food,Food,20.4,170.9,94.2
Income quintile 2,2017,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.5,29.2,16.1
Income quintile 2,2017,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.3,27.4,15.1
Income quintile 2,2017,disq2,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.1,67.8,37.4
Income quintile 2,2017,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.1,17.2,9.5
Income quintile 2,2017,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.5,29.3,16.2
Income quintile 2,2017,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.6,47,25.9
Income quintile 2,2017,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.8,23.5,12.9
Income quintile 2,2017,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.8,23.5,13
Income quintile 2,2017,disq2,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.4,20.4,11.2
Income quintile 2,2017,disq2,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.1,17.5,9.7
Income quintile 2,2017,disq2,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.3,2.8,1.6
Income quintile 2,2017,disq2,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,27.7,232.2,128
Income quintile 2,2017,disq2,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,16.1,134.9,74.3
Income quintile 2,2017,disq2,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.2,9.9,5.5
Income quintile 2,2017,disq2,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.6,38.3,21.1
Income quintile 2,2017,disq2,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.9,49.1,27.1
Income quintile 2,2017,disq2,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.4,28.5,15.7
Income quintile 2,2017,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.8,7,3.9
Income quintile 2,2017,disq2,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,1.9,1
Income quintile 2,2017,disq2,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,6.5,3.6
Income quintile 2,2017,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,2.2,1.2
Income quintile 2,2017,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,3.8,2.1
Income quintile 2,2017,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,7.1,3.9
Income quintile 2,2017,disq2,6,Health,Health,group,6,Health,Health,2.9,24.4,13.5
Income quintile 2,2017,disq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1,8.8,4.8
Income quintile 2,2017,disq2,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.7,14.4,8
Income quintile 2,2017,disq2,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.1,1.2,0.7
Income quintile 2,2017,disq2,7,Transport,Transport,group,7,Transport,Transport,11.5,96.4,53.1
