species,year,variable,units,magnitude,source,data_value,flag
Southern Bluefin Tuna,2019,Asset value,Dollars,Millions,Environmental Accounts,96.5,P
Southern Bluefin Tuna,2019,Catch,Tonnes,Actual,Environmental Accounts,957,P
Southern Bluefin Tuna,2019,TACC,Tonnes,Actual,Environmental Accounts,1046,P
Spiny Dogfish,2005,Asset value,Dollars,Millions,Environmental Accounts,5,
Spiny Dogfish,2005,Catch,Tonnes,Actual,Environmental Accounts,7222,
Spiny Dogfish,2005,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2006,Asset value,Dollars,Millions,Environmental Accounts,6.7,
Spiny Dogfish,2006,Catch,Tonnes,Actual,Environmental Accounts,8313.2,
Spiny Dogfish,2006,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2007,Asset value,Dollars,Millions,Environmental Accounts,8.1,
Spiny Dogfish,2007,Catch,Tonnes,Actual,Environmental Accounts,7183.9,
Spiny Dogfish,2007,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2008,Asset value,Dollars,Millions,Environmental Accounts,4.8,
Spiny Dogfish,2008,Catch,Tonnes,Actual,Environmental Accounts,6293.7,
Spiny Dogfish,2008,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2009,Asset value,Dollars,Millions,Environmental Accounts,6.3,
Spiny Dogfish,2009,Catch,Tonnes,Actual,Environmental Accounts,6219.7,
Spiny Dogfish,2009,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2010,Asset value,Dollars,Millions,Environmental Accounts,6.4,
Spiny Dogfish,2010,Catch,Tonnes,Actual,Environmental Accounts,6166.4,
Spiny Dogfish,2010,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2011,Asset value,Dollars,Millions,Environmental Accounts,5.4,
Spiny Dogfish,2011,Catch,Tonnes,Actual,Environmental Accounts,6076,
Spiny Dogfish,2011,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2012,Asset value,Dollars,Millions,Environmental Accounts,4,
Spiny Dogfish,2012,Catch,Tonnes,Actual,Environmental Accounts,5879.5,
Spiny Dogfish,2012,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2013,Asset value,Dollars,Millions,Environmental Accounts,6.1,
Spiny Dogfish,2013,Catch,Tonnes,Actual,Environmental Accounts,4965.1,
Spiny Dogfish,2013,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2014,Asset value,Dollars,Millions,Environmental Accounts,5.5,
Spiny Dogfish,2014,Catch,Tonnes,Actual,Environmental Accounts,5859.3,
Spiny Dogfish,2014,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2015,Asset value,Dollars,Millions,Environmental Accounts,6.7,
Spiny Dogfish,2015,Catch,Tonnes,Actual,Environmental Accounts,6318.4,
Spiny Dogfish,2015,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2016,Asset value,Dollars,Millions,Environmental Accounts,8,
Spiny Dogfish,2016,Catch,Tonnes,Actual,Environmental Accounts,4563.5,
Spiny Dogfish,2016,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2017,Asset value,Dollars,Millions,Environmental Accounts,7.7,
Spiny Dogfish,2017,Catch,Tonnes,Actual,Environmental Accounts,6009.9,
Spiny Dogfish,2017,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2018,Asset value,Dollars,Millions,Environmental Accounts,8.8,R
Spiny Dogfish,2018,Catch,Tonnes,Actual,Environmental Accounts,6529.1,R
Spiny Dogfish,2018,TACC,Tonnes,Actual,Environmental Accounts,12660,
Spiny Dogfish,2019,Asset value,Dollars,Millions,Environmental Accounts,12.7,P
Spiny Dogfish,2019,Catch,Tonnes,Actual,Environmental Accounts,5057.1,P
Spiny Dogfish,2019,TACC,Tonnes,Actual,Environmental Accounts,12660,P
Sprats,2003,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Sprats,2003,Catch,Tonnes,Actual,Environmental Accounts,0.1,
Sprats,2003,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2004,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Sprats,2004,Catch,Tonnes,Actual,Environmental Accounts,3.2,
Sprats,2004,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2005,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Sprats,2005,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2005,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2006,Asset value,Dollars,Millions,Environmental Accounts,0,
Sprats,2006,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2006,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2007,Asset value,Dollars,Millions,Environmental Accounts,0,
Sprats,2007,Catch,Tonnes,Actual,Environmental Accounts,0.1,
Sprats,2007,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2008,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2008,Catch,Tonnes,Actual,Environmental Accounts,0.2,
Sprats,2008,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2009,Asset value,Dollars,Millions,Environmental Accounts,0,
Sprats,2009,Catch,Tonnes,Actual,Environmental Accounts,1.1,
Sprats,2009,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2010,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2010,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2010,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2011,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2011,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2011,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2012,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2012,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2012,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2013,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2013,Catch,Tonnes,Actual,Environmental Accounts,0.1,
Sprats,2013,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2014,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2014,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2014,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2015,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2015,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2015,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2016,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Sprats,2016,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2016,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2017,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Sprats,2017,Catch,Tonnes,Actual,Environmental Accounts,,
Sprats,2017,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2018,Asset value,Dollars,Millions,Environmental Accounts,,
Sprats,2018,Catch,Tonnes,Actual,Environmental Accounts,0,
Sprats,2018,TACC,Tonnes,Actual,Environmental Accounts,450,
Sprats,2019,Asset value,Dollars,Millions,Environmental Accounts,,P
Sprats,2019,Catch,Tonnes,Actual,Environmental Accounts,0,P
Sprats,2019,TACC,Tonnes,Actual,Environmental Accounts,450,P
Stargazer,1996,Asset value,Dollars,Millions,Environmental Accounts,33.9,
Stargazer,1996,TACC,Tonnes,Actual,Environmental Accounts,5325.1,
Stargazer,1997,Asset value,Dollars,Millions,Environmental Accounts,26.7,
Stargazer,1997,TACC,Tonnes,Actual,Environmental Accounts,5353.1,
Stargazer,1998,Asset value,Dollars,Millions,Environmental Accounts,21.5,
Stargazer,1998,TACC,Tonnes,Actual,Environmental Accounts,4972.1,
Stargazer,1999,Asset value,Dollars,Millions,Environmental Accounts,19.5,
Stargazer,1999,TACC,Tonnes,Actual,Environmental Accounts,4972.1,
Stargazer,2000,Asset value,Dollars,Millions,Environmental Accounts,22,
Stargazer,2000,TACC,Tonnes,Actual,Environmental Accounts,4972.1,
Stargazer,2001,Asset value,Dollars,Millions,Environmental Accounts,24,
Stargazer,2001,TACC,Tonnes,Actual,Environmental Accounts,4972.1,
Stargazer,2002,Asset value,Dollars,Millions,Environmental Accounts,25.7,
Stargazer,2002,Catch,Tonnes,Actual,Environmental Accounts,3252.9,
Stargazer,2002,TACC,Tonnes,Actual,Environmental Accounts,5116.1,
Stargazer,2003,Asset value,Dollars,Millions,Environmental Accounts,23.7,
Stargazer,2003,Catch,Tonnes,Actual,Environmental Accounts,3171.1,
Stargazer,2003,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2004,Asset value,Dollars,Millions,Environmental Accounts,37.3,
Stargazer,2004,Catch,Tonnes,Actual,Environmental Accounts,2945.9,
Stargazer,2004,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2005,Asset value,Dollars,Millions,Environmental Accounts,28.9,
Stargazer,2005,Catch,Tonnes,Actual,Environmental Accounts,3381.1,
Stargazer,2005,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2006,Asset value,Dollars,Millions,Environmental Accounts,28.9,
Stargazer,2006,Catch,Tonnes,Actual,Environmental Accounts,3605.9,
Stargazer,2006,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2007,Asset value,Dollars,Millions,Environmental Accounts,24.8,
Stargazer,2007,Catch,Tonnes,Actual,Environmental Accounts,3478,
Stargazer,2007,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2008,Asset value,Dollars,Millions,Environmental Accounts,28,
Stargazer,2008,Catch,Tonnes,Actual,Environmental Accounts,3257.2,
Stargazer,2008,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2009,Asset value,Dollars,Millions,Environmental Accounts,40.7,
Stargazer,2009,Catch,Tonnes,Actual,Environmental Accounts,2912,
Stargazer,2009,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2010,Asset value,Dollars,Millions,Environmental Accounts,18.2,
Stargazer,2010,Catch,Tonnes,Actual,Environmental Accounts,3246.8,
Stargazer,2010,TACC,Tonnes,Actual,Environmental Accounts,5411.4,
Stargazer,2011,Asset value,Dollars,Millions,Environmental Accounts,21.2,
Stargazer,2011,Catch,Tonnes,Actual,Environmental Accounts,3023.1,
Stargazer,2011,TACC,Tonnes,Actual,Environmental Accounts,5456.4,
Stargazer,2012,Asset value,Dollars,Millions,Environmental Accounts,29.6,
Stargazer,2012,Catch,Tonnes,Actual,Environmental Accounts,3005.8,
Stargazer,2012,TACC,Tonnes,Actual,Environmental Accounts,5456.4,
Stargazer,2013,Asset value,Dollars,Millions,Environmental Accounts,22.3,
Stargazer,2013,Catch,Tonnes,Actual,Environmental Accounts,2848.6,
Stargazer,2013,TACC,Tonnes,Actual,Environmental Accounts,5456.4,
Stargazer,2014,Asset value,Dollars,Millions,Environmental Accounts,40.2,
Stargazer,2014,Catch,Tonnes,Actual,Environmental Accounts,3006.6,
Stargazer,2014,TACC,Tonnes,Actual,Environmental Accounts,5456.4,
Stargazer,2015,Asset value,Dollars,Millions,Environmental Accounts,37,
Stargazer,2015,Catch,Tonnes,Actual,Environmental Accounts,2933,
Stargazer,2015,TACC,Tonnes,Actual,Environmental Accounts,5456.4,
Stargazer,2016,Asset value,Dollars,Millions,Environmental Accounts,42.7,
Stargazer,2016,Catch,Tonnes,Actual,Environmental Accounts,3027,
Stargazer,2016,TACC,Tonnes,Actual,Environmental Accounts,5536.4,
Stargazer,2017,Asset value,Dollars,Millions,Environmental Accounts,32,
Stargazer,2017,Catch,Tonnes,Actual,Environmental Accounts,2781.4,
Stargazer,2017,TACC,Tonnes,Actual,Environmental Accounts,5536.4,
Stargazer,2018,Asset value,Dollars,Millions,Environmental Accounts,82.6,R
Stargazer,2018,Catch,Tonnes,Actual,Environmental Accounts,3004,R
Stargazer,2018,TACC,Tonnes,Actual,Environmental Accounts,5536.4,
Stargazer,2019,Asset value,Dollars,Millions,Environmental Accounts,50.6,P
Stargazer,2019,Catch,Tonnes,Actual,Environmental Accounts,2838.5,P
Stargazer,2019,TACC,Tonnes,Actual,Environmental Accounts,5536.4,P
Swordfish,2005,Asset value,Dollars,Millions,Environmental Accounts,13.8,
Swordfish,2005,Catch,Tonnes,Actual,Environmental Accounts,320.4,
Swordfish,2005,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2006,Asset value,Dollars,Millions,Environmental Accounts,4.6,
Swordfish,2006,Catch,Tonnes,Actual,Environmental Accounts,551.2,
Swordfish,2006,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2007,Asset value,Dollars,Millions,Environmental Accounts,13.2,
Swordfish,2007,Catch,Tonnes,Actual,Environmental Accounts,412.7,
Swordfish,2007,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2008,Asset value,Dollars,Millions,Environmental Accounts,8.8,
Swordfish,2008,Catch,Tonnes,Actual,Environmental Accounts,350.1,
Swordfish,2008,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2009,Asset value,Dollars,Millions,Environmental Accounts,2.9,
Swordfish,2009,Catch,Tonnes,Actual,Environmental Accounts,398.5,
Swordfish,2009,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2010,Asset value,Dollars,Millions,Environmental Accounts,8.1,
Swordfish,2010,Catch,Tonnes,Actual,Environmental Accounts,536.6,
Swordfish,2010,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2011,Asset value,Dollars,Millions,Environmental Accounts,10.1,
Swordfish,2011,Catch,Tonnes,Actual,Environmental Accounts,729.6,
Swordfish,2011,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2012,Asset value,Dollars,Millions,Environmental Accounts,9.4,
Swordfish,2012,Catch,Tonnes,Actual,Environmental Accounts,688.2,
Swordfish,2012,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2013,Asset value,Dollars,Millions,Environmental Accounts,8.3,
Swordfish,2013,Catch,Tonnes,Actual,Environmental Accounts,796.3,
Swordfish,2013,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2014,Asset value,Dollars,Millions,Environmental Accounts,13,
Swordfish,2014,Catch,Tonnes,Actual,Environmental Accounts,577,
Swordfish,2014,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2015,Asset value,Dollars,Millions,Environmental Accounts,14,
Swordfish,2015,Catch,Tonnes,Actual,Environmental Accounts,726.2,
Swordfish,2015,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2016,Asset value,Dollars,Millions,Environmental Accounts,11.8,
Swordfish,2016,Catch,Tonnes,Actual,Environmental Accounts,758.7,
Swordfish,2016,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2017,Asset value,Dollars,Millions,Environmental Accounts,13.4,
Swordfish,2017,Catch,Tonnes,Actual,Environmental Accounts,500.5,
Swordfish,2017,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2018,Asset value,Dollars,Millions,Environmental Accounts,16.8,R
Swordfish,2018,Catch,Tonnes,Actual,Environmental Accounts,475,
Swordfish,2018,TACC,Tonnes,Actual,Environmental Accounts,885,
Swordfish,2019,Asset value,Dollars,Millions,Environmental Accounts,19.6,P
Swordfish,2019,Catch,Tonnes,Actual,Environmental Accounts,262.5,P
Swordfish,2019,TACC,Tonnes,Actual,Environmental Accounts,885,P
Tarakihi,1996,Asset value,Dollars,Millions,Environmental Accounts,46.6,
Tarakihi,1996,TACC,Tonnes,Actual,Environmental Accounts,5991.8,
Tarakihi,1997,Asset value,Dollars,Millions,Environmental Accounts,58.3,
Tarakihi,1997,TACC,Tonnes,Actual,Environmental Accounts,5991.8,
Tarakihi,1998,Asset value,Dollars,Millions,Environmental Accounts,46.7,
Tarakihi,1998,TACC,Tonnes,Actual,Environmental Accounts,5991.8,
Tarakihi,1999,Asset value,Dollars,Millions,Environmental Accounts,53.9,
Tarakihi,1999,TACC,Tonnes,Actual,Environmental Accounts,5991.8,
Tarakihi,2000,Asset value,Dollars,Millions,Environmental Accounts,48.6,
Tarakihi,2000,TACC,Tonnes,Actual,Environmental Accounts,5991.8,
Tarakihi,2001,Asset value,Dollars,Millions,Environmental Accounts,55.8,
Tarakihi,2001,TACC,Tonnes,Actual,Environmental Accounts,5991.8,
Tarakihi,2002,Asset value,Dollars,Millions,Environmental Accounts,42.6,
Tarakihi,2002,Catch,Tonnes,Actual,Environmental Accounts,6147.6,
Tarakihi,2002,TACC,Tonnes,Actual,Environmental Accounts,5994.2,
Tarakihi,2003,Asset value,Dollars,Millions,Environmental Accounts,66.8,
Tarakihi,2003,Catch,Tonnes,Actual,Environmental Accounts,6008.3,
Tarakihi,2003,TACC,Tonnes,Actual,Environmental Accounts,5994.2,
Tarakihi,2004,Asset value,Dollars,Millions,Environmental Accounts,83.4,
Tarakihi,2004,Catch,Tonnes,Actual,Environmental Accounts,5722.7,
Tarakihi,2004,TACC,Tonnes,Actual,Environmental Accounts,5994.2,
Tarakihi,2005,Asset value,Dollars,Millions,Environmental Accounts,69.7,
Tarakihi,2005,Catch,Tonnes,Actual,Environmental Accounts,5684.3,
Tarakihi,2005,TACC,Tonnes,Actual,Environmental Accounts,6390.9,
Tarakihi,2006,Asset value,Dollars,Millions,Environmental Accounts,94.1,
Tarakihi,2006,Catch,Tonnes,Actual,Environmental Accounts,6220.4,
Tarakihi,2006,TACC,Tonnes,Actual,Environmental Accounts,6390.9,
Tarakihi,2007,Asset value,Dollars,Millions,Environmental Accounts,79.4,
Tarakihi,2007,Catch,Tonnes,Actual,Environmental Accounts,5730.1,
Tarakihi,2007,TACC,Tonnes,Actual,Environmental Accounts,6390.9,
Tarakihi,2008,Asset value,Dollars,Millions,Environmental Accounts,85.3,
Tarakihi,2008,Catch,Tonnes,Actual,Environmental Accounts,5430.8,
Tarakihi,2008,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2009,Asset value,Dollars,Millions,Environmental Accounts,76.7,
Tarakihi,2009,Catch,Tonnes,Actual,Environmental Accounts,5583.5,
Tarakihi,2009,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2010,Asset value,Dollars,Millions,Environmental Accounts,74.1,
Tarakihi,2010,Catch,Tonnes,Actual,Environmental Accounts,5552.7,
Tarakihi,2010,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2011,Asset value,Dollars,Millions,Environmental Accounts,77.9,
Tarakihi,2011,Catch,Tonnes,Actual,Environmental Accounts,5709.2,
Tarakihi,2011,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2012,Asset value,Dollars,Millions,Environmental Accounts,70.3,
Tarakihi,2012,Catch,Tonnes,Actual,Environmental Accounts,5346.8,
Tarakihi,2012,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2013,Asset value,Dollars,Millions,Environmental Accounts,92.6,
Tarakihi,2013,Catch,Tonnes,Actual,Environmental Accounts,5548.9,
Tarakihi,2013,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2014,Asset value,Dollars,Millions,Environmental Accounts,79,
Tarakihi,2014,Catch,Tonnes,Actual,Environmental Accounts,5857.6,
Tarakihi,2014,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2015,Asset value,Dollars,Millions,Environmental Accounts,105.9,
Tarakihi,2015,Catch,Tonnes,Actual,Environmental Accounts,6037.9,
Tarakihi,2015,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2016,Asset value,Dollars,Millions,Environmental Accounts,121.6,
Tarakihi,2016,Catch,Tonnes,Actual,Environmental Accounts,5870.4,
Tarakihi,2016,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2017,Asset value,Dollars,Millions,Environmental Accounts,121.2,
Tarakihi,2017,Catch,Tonnes,Actual,Environmental Accounts,6338.3,
Tarakihi,2017,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2018,Asset value,Dollars,Millions,Environmental Accounts,148.9,R
Tarakihi,2018,Catch,Tonnes,Actual,Environmental Accounts,5742.4,R
Tarakihi,2018,TACC,Tonnes,Actual,Environmental Accounts,6439.2,
Tarakihi,2019,Asset value,Dollars,Millions,Environmental Accounts,146.2,P
Tarakihi,2019,Catch,Tonnes,Actual,Environmental Accounts,5149.6,P
Tarakihi,2019,TACC,Tonnes,Actual,Environmental Accounts,5383.2,P
Trevally,1996,Asset value,Dollars,Millions,Environmental Accounts,33.1,
Trevally,1996,TACC,Tonnes,Actual,Environmental Accounts,3932.4,
Trevally,1997,Asset value,Dollars,Millions,Environmental Accounts,27.4,
Trevally,1997,TACC,Tonnes,Actual,Environmental Accounts,3932.8,
Trevally,1998,Asset value,Dollars,Millions,Environmental Accounts,16.4,
Trevally,1998,TACC,Tonnes,Actual,Environmental Accounts,3922.4,
Trevally,1999,Asset value,Dollars,Millions,Environmental Accounts,14.9,
Trevally,1999,TACC,Tonnes,Actual,Environmental Accounts,3932.8,
Trevally,2000,Asset value,Dollars,Millions,Environmental Accounts,14.2,
Trevally,2000,TACC,Tonnes,Actual,Environmental Accounts,3932.4,
Trevally,2001,Asset value,Dollars,Millions,Environmental Accounts,20.6,
Trevally,2001,TACC,Tonnes,Actual,Environmental Accounts,3932.4,
Trevally,2002,Asset value,Dollars,Millions,Environmental Accounts,31.3,
Trevally,2002,Catch,Tonnes,Actual,Environmental Accounts,3186.5,
Trevally,2002,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2003,Asset value,Dollars,Millions,Environmental Accounts,21.5,
Trevally,2003,Catch,Tonnes,Actual,Environmental Accounts,3314.2,
Trevally,2003,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2004,Asset value,Dollars,Millions,Environmental Accounts,25.1,
Trevally,2004,Catch,Tonnes,Actual,Environmental Accounts,3548.6,
Trevally,2004,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2005,Asset value,Dollars,Millions,Environmental Accounts,19.5,
Trevally,2005,Catch,Tonnes,Actual,Environmental Accounts,3241.4,
Trevally,2005,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2006,Asset value,Dollars,Millions,Environmental Accounts,15.3,
Trevally,2006,Catch,Tonnes,Actual,Environmental Accounts,3524.6,
Trevally,2006,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2007,Asset value,Dollars,Millions,Environmental Accounts,12.9,
Trevally,2007,Catch,Tonnes,Actual,Environmental Accounts,2897.2,
Trevally,2007,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2008,Asset value,Dollars,Millions,Environmental Accounts,19,
Trevally,2008,Catch,Tonnes,Actual,Environmental Accounts,2874.6,
Trevally,2008,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2009,Asset value,Dollars,Millions,Environmental Accounts,15.1,
Trevally,2009,Catch,Tonnes,Actual,Environmental Accounts,3175,
Trevally,2009,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2010,Asset value,Dollars,Millions,Environmental Accounts,15.9,
Trevally,2010,Catch,Tonnes,Actual,Environmental Accounts,3041.7,
Trevally,2010,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2011,Asset value,Dollars,Millions,Environmental Accounts,13.8,
Trevally,2011,Catch,Tonnes,Actual,Environmental Accounts,3576.3,
Trevally,2011,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2012,Asset value,Dollars,Millions,Environmental Accounts,10.7,
Trevally,2012,Catch,Tonnes,Actual,Environmental Accounts,3132.6,
Trevally,2012,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2013,Asset value,Dollars,Millions,Environmental Accounts,13.7,
Trevally,2013,Catch,Tonnes,Actual,Environmental Accounts,3337,
Trevally,2013,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2014,Asset value,Dollars,Millions,Environmental Accounts,19.9,
Trevally,2014,Catch,Tonnes,Actual,Environmental Accounts,3343.5,
Trevally,2014,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2015,Asset value,Dollars,Millions,Environmental Accounts,22.2,
Trevally,2015,Catch,Tonnes,Actual,Environmental Accounts,3520.6,
Trevally,2015,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2016,Asset value,Dollars,Millions,Environmental Accounts,21.4,
Trevally,2016,Catch,Tonnes,Actual,Environmental Accounts,3809.7,
Trevally,2016,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2017,Asset value,Dollars,Millions,Environmental Accounts,24.6,
Trevally,2017,Catch,Tonnes,Actual,Environmental Accounts,3538.2,
Trevally,2017,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2018,Asset value,Dollars,Millions,Environmental Accounts,26.6,R
Trevally,2018,Catch,Tonnes,Actual,Environmental Accounts,3758.5,R
Trevally,2018,TACC,Tonnes,Actual,Environmental Accounts,3933.1,
Trevally,2019,Asset value,Dollars,Millions,Environmental Accounts,34.8,P
Trevally,2019,Catch,Tonnes,Actual,Environmental Accounts,3089,P
Trevally,2019,TACC,Tonnes,Actual,Environmental Accounts,3933.1,P
Triangle Shell,2005,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2005,Catch,Tonnes,Actual,Environmental Accounts,19.8,
Triangle Shell,2005,TACC,Tonnes,Actual,Environmental Accounts,406,
Triangle Shell,2006,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2006,Catch,Tonnes,Actual,Environmental Accounts,28.1,
Triangle Shell,2006,TACC,Tonnes,Actual,Environmental Accounts,406,
Triangle Shell,2007,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2007,Catch,Tonnes,Actual,Environmental Accounts,46.6,
Triangle Shell,2007,TACC,Tonnes,Actual,Environmental Accounts,406,
Triangle Shell,2008,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2008,Catch,Tonnes,Actual,Environmental Accounts,8.9,
Triangle Shell,2008,TACC,Tonnes,Actual,Environmental Accounts,406,
Triangle Shell,2009,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2009,Catch,Tonnes,Actual,Environmental Accounts,12.9,
Triangle Shell,2009,TACC,Tonnes,Actual,Environmental Accounts,406,
Triangle Shell,2010,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2010,Catch,Tonnes,Actual,Environmental Accounts,10.1,
Triangle Shell,2010,TACC,Tonnes,Actual,Environmental Accounts,406,
Triangle Shell,2011,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2011,Catch,Tonnes,Actual,Environmental Accounts,21,
Triangle Shell,2011,TACC,Tonnes,Actual,Environmental Accounts,725,
Triangle Shell,2012,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2012,Catch,Tonnes,Actual,Environmental Accounts,82.7,
Triangle Shell,2012,TACC,Tonnes,Actual,Environmental Accounts,725,
Triangle Shell,2013,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Triangle Shell,2013,Catch,Tonnes,Actual,Environmental Accounts,171,
Triangle Shell,2013,TACC,Tonnes,Actual,Environmental Accounts,725,
Triangle Shell,2014,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2014,Catch,Tonnes,Actual,Environmental Accounts,195.3,
Triangle Shell,2014,TACC,Tonnes,Actual,Environmental Accounts,2437,
Triangle Shell,2015,Asset value,Dollars,Millions,Environmental Accounts,1,
